dataset,instancia,negocios,C,archivo
DP,DP-1,1,671,..\instances\DP\DP-1.txt
DP,DP-1,1,681,..\instances\DP\DP-1.txt
DP,DP-1,1,691,..\instances\DP\DP-1.txt
DP,DP-1,1,701,..\instances\DP\DP-1.txt
DP,DP-1,1,711,..\instances\DP\DP-1.txt
DP,DP-1,1,721,..\instances\DP\DP-1.txt
DP,DP-1,1,731,..\instances\DP\DP-1.txt
DP,DP-1,1,741,..\instances\DP\DP-1.txt
DP,DP-1,1,751,..\instances\DP\DP-1.txt
DP,DP-1,1,761,..\instances\DP\DP-1.txt
DP,DP-1,1,771,..\instances\DP\DP-1.txt
DP,DP-1,1,781,..\instances\DP\DP-1.txt
DP,DP-1,1,791,..\instances\DP\DP-1.txt
DP,DP-1,1,801,..\instances\DP\DP-1.txt
DP,DP-1,1,811,..\instances\DP\DP-1.txt
DP,DP-1,1,821,..\instances\DP\DP-1.txt
DP,DP-1,1,831,..\instances\DP\DP-1.txt
DP,DP-1,1,841,..\instances\DP\DP-1.txt
DP,DP-1,1,851,..\instances\DP\DP-1.txt
DP,DP-1,1,861,..\instances\DP\DP-1.txt
DP,DP-1,1,871,..\instances\DP\DP-1.txt
DP,DP-1,1,881,..\instances\DP\DP-1.txt
DP,DP-1,1,891,..\instances\DP\DP-1.txt
DP,DP-1,1,901,..\instances\DP\DP-1.txt
DP,DP-1,1,911,..\instances\DP\DP-1.txt
DP,DP-1,1,921,..\instances\DP\DP-1.txt
DP,DP-1,1,931,..\instances\DP\DP-1.txt
DP,DP-1,1,941,..\instances\DP\DP-1.txt
DP,DP-1,1,951,..\instances\DP\DP-1.txt
DP,DP-1,1,961,..\instances\DP\DP-1.txt
DP,DP-1,1,971,..\instances\DP\DP-1.txt
DP,DP-1,1,981,..\instances\DP\DP-1.txt
DP,DP-1,1,991,..\instances\DP\DP-1.txt
DP,DP-11,11,1,..\instances\DP\DP-11.txt
DP,DP-11,11,11,..\instances\DP\DP-11.txt
DP,DP-11,11,21,..\instances\DP\DP-11.txt
DP,DP-11,11,31,..\instances\DP\DP-11.txt
DP,DP-11,11,41,..\instances\DP\DP-11.txt
DP,DP-11,11,51,..\instances\DP\DP-11.txt
DP,DP-11,11,61,..\instances\DP\DP-11.txt
DP,DP-11,11,71,..\instances\DP\DP-11.txt
DP,DP-11,11,81,..\instances\DP\DP-11.txt
DP,DP-11,11,91,..\instances\DP\DP-11.txt
DP,DP-11,11,101,..\instances\DP\DP-11.txt
DP,DP-11,11,111,..\instances\DP\DP-11.txt
DP,DP-11,11,121,..\instances\DP\DP-11.txt
DP,DP-11,11,131,..\instances\DP\DP-11.txt
DP,DP-11,11,141,..\instances\DP\DP-11.txt
DP,DP-11,11,151,..\instances\DP\DP-11.txt
DP,DP-11,11,161,..\instances\DP\DP-11.txt
DP,DP-11,11,171,..\instances\DP\DP-11.txt
DP,DP-11,11,181,..\instances\DP\DP-11.txt
DP,DP-11,11,191,..\instances\DP\DP-11.txt
DP,DP-11,11,201,..\instances\DP\DP-11.txt
DP,DP-11,11,211,..\instances\DP\DP-11.txt
DP,DP-11,11,221,..\instances\DP\DP-11.txt
DP,DP-11,11,231,..\instances\DP\DP-11.txt
DP,DP-11,11,241,..\instances\DP\DP-11.txt
DP,DP-11,11,251,..\instances\DP\DP-11.txt
DP,DP-11,11,261,..\instances\DP\DP-11.txt
DP,DP-11,11,271,..\instances\DP\DP-11.txt
DP,DP-11,11,281,..\instances\DP\DP-11.txt
DP,DP-11,11,291,..\instances\DP\DP-11.txt
DP,DP-11,11,301,..\instances\DP\DP-11.txt
DP,DP-11,11,311,..\instances\DP\DP-11.txt
DP,DP-11,11,321,..\instances\DP\DP-11.txt
DP,DP-11,11,331,..\instances\DP\DP-11.txt
DP,DP-11,11,341,..\instances\DP\DP-11.txt
DP,DP-11,11,351,..\instances\DP\DP-11.txt
DP,DP-11,11,361,..\instances\DP\DP-11.txt
DP,DP-11,11,371,..\instances\DP\DP-11.txt
DP,DP-11,11,381,..\instances\DP\DP-11.txt
DP,DP-11,11,391,..\instances\DP\DP-11.txt
DP,DP-11,11,401,..\instances\DP\DP-11.txt
DP,DP-11,11,411,..\instances\DP\DP-11.txt
DP,DP-11,11,421,..\instances\DP\DP-11.txt
DP,DP-11,11,431,..\instances\DP\DP-11.txt
DP,DP-11,11,441,..\instances\DP\DP-11.txt
DP,DP-11,11,451,..\instances\DP\DP-11.txt
DP,DP-11,11,461,..\instances\DP\DP-11.txt
DP,DP-11,11,471,..\instances\DP\DP-11.txt
DP,DP-11,11,481,..\instances\DP\DP-11.txt
DP,DP-11,11,491,..\instances\DP\DP-11.txt
DP,DP-11,11,501,..\instances\DP\DP-11.txt
DP,DP-11,11,511,..\instances\DP\DP-11.txt
DP,DP-11,11,521,..\instances\DP\DP-11.txt
DP,DP-11,11,531,..\instances\DP\DP-11.txt
DP,DP-11,11,541,..\instances\DP\DP-11.txt
DP,DP-11,11,551,..\instances\DP\DP-11.txt
DP,DP-11,11,561,..\instances\DP\DP-11.txt
DP,DP-11,11,571,..\instances\DP\DP-11.txt
DP,DP-11,11,581,..\instances\DP\DP-11.txt
DP,DP-11,11,591,..\instances\DP\DP-11.txt
DP,DP-11,11,601,..\instances\DP\DP-11.txt
DP,DP-11,11,611,..\instances\DP\DP-11.txt
DP,DP-11,11,621,..\instances\DP\DP-11.txt
DP,DP-11,11,631,..\instances\DP\DP-11.txt
DP,DP-11,11,641,..\instances\DP\DP-11.txt
DP,DP-11,11,651,..\instances\DP\DP-11.txt
DP,DP-11,11,661,..\instances\DP\DP-11.txt
DP,DP-11,11,671,..\instances\DP\DP-11.txt
DP,DP-11,11,681,..\instances\DP\DP-11.txt
DP,DP-11,11,691,..\instances\DP\DP-11.txt
DP,DP-11,11,701,..\instances\DP\DP-11.txt
DP,DP-11,11,711,..\instances\DP\DP-11.txt
DP,DP-11,11,721,..\instances\DP\DP-11.txt
DP,DP-11,11,731,..\instances\DP\DP-11.txt
DP,DP-11,11,741,..\instances\DP\DP-11.txt
DP,DP-11,11,751,..\instances\DP\DP-11.txt
DP,DP-11,11,761,..\instances\DP\DP-11.txt
DP,DP-11,11,771,..\instances\DP\DP-11.txt
DP,DP-11,11,781,..\instances\DP\DP-11.txt
DP,DP-11,11,791,..\instances\DP\DP-11.txt
DP,DP-11,11,801,..\instances\DP\DP-11.txt
DP,DP-11,11,811,..\instances\DP\DP-11.txt
DP,DP-11,11,821,..\instances\DP\DP-11.txt
DP,DP-11,11,831,..\instances\DP\DP-11.txt
DP,DP-11,11,841,..\instances\DP\DP-11.txt
DP,DP-11,11,851,..\instances\DP\DP-11.txt
DP,DP-11,11,861,..\instances\DP\DP-11.txt
DP,DP-11,11,871,..\instances\DP\DP-11.txt
DP,DP-11,11,881,..\instances\DP\DP-11.txt
DP,DP-11,11,891,..\instances\DP\DP-11.txt
DP,DP-11,11,901,..\instances\DP\DP-11.txt
DP,DP-11,11,911,..\instances\DP\DP-11.txt
DP,DP-11,11,921,..\instances\DP\DP-11.txt
DP,DP-11,11,931,..\instances\DP\DP-11.txt
DP,DP-11,11,941,..\instances\DP\DP-11.txt
DP,DP-11,11,951,..\instances\DP\DP-11.txt
DP,DP-11,11,961,..\instances\DP\DP-11.txt
DP,DP-11,11,971,..\instances\DP\DP-11.txt
DP,DP-11,11,981,..\instances\DP\DP-11.txt
DP,DP-11,11,991,..\instances\DP\DP-11.txt
DP,DP-21,21,1,..\instances\DP\DP-21.txt
DP,DP-21,21,11,..\instances\DP\DP-21.txt
DP,DP-21,21,21,..\instances\DP\DP-21.txt
DP,DP-21,21,31,..\instances\DP\DP-21.txt
DP,DP-21,21,41,..\instances\DP\DP-21.txt
DP,DP-21,21,51,..\instances\DP\DP-21.txt
DP,DP-21,21,61,..\instances\DP\DP-21.txt
DP,DP-21,21,71,..\instances\DP\DP-21.txt
DP,DP-21,21,81,..\instances\DP\DP-21.txt
DP,DP-21,21,91,..\instances\DP\DP-21.txt
DP,DP-21,21,101,..\instances\DP\DP-21.txt
DP,DP-21,21,111,..\instances\DP\DP-21.txt
DP,DP-21,21,121,..\instances\DP\DP-21.txt
DP,DP-21,21,131,..\instances\DP\DP-21.txt
DP,DP-21,21,141,..\instances\DP\DP-21.txt
DP,DP-21,21,151,..\instances\DP\DP-21.txt
DP,DP-21,21,161,..\instances\DP\DP-21.txt
DP,DP-21,21,171,..\instances\DP\DP-21.txt
DP,DP-21,21,181,..\instances\DP\DP-21.txt
DP,DP-21,21,191,..\instances\DP\DP-21.txt
DP,DP-21,21,201,..\instances\DP\DP-21.txt
DP,DP-21,21,211,..\instances\DP\DP-21.txt
DP,DP-21,21,221,..\instances\DP\DP-21.txt
DP,DP-21,21,231,..\instances\DP\DP-21.txt
DP,DP-21,21,241,..\instances\DP\DP-21.txt
DP,DP-21,21,251,..\instances\DP\DP-21.txt
DP,DP-21,21,261,..\instances\DP\DP-21.txt
DP,DP-21,21,271,..\instances\DP\DP-21.txt
DP,DP-21,21,281,..\instances\DP\DP-21.txt
DP,DP-21,21,291,..\instances\DP\DP-21.txt
DP,DP-21,21,301,..\instances\DP\DP-21.txt
DP,DP-21,21,311,..\instances\DP\DP-21.txt
DP,DP-21,21,321,..\instances\DP\DP-21.txt
DP,DP-21,21,331,..\instances\DP\DP-21.txt
DP,DP-21,21,341,..\instances\DP\DP-21.txt
DP,DP-21,21,351,..\instances\DP\DP-21.txt
DP,DP-21,21,361,..\instances\DP\DP-21.txt
DP,DP-21,21,371,..\instances\DP\DP-21.txt
DP,DP-21,21,381,..\instances\DP\DP-21.txt
DP,DP-21,21,391,..\instances\DP\DP-21.txt
DP,DP-21,21,401,..\instances\DP\DP-21.txt
DP,DP-21,21,411,..\instances\DP\DP-21.txt
DP,DP-21,21,421,..\instances\DP\DP-21.txt
DP,DP-21,21,431,..\instances\DP\DP-21.txt
DP,DP-21,21,441,..\instances\DP\DP-21.txt
DP,DP-21,21,451,..\instances\DP\DP-21.txt
DP,DP-21,21,461,..\instances\DP\DP-21.txt
DP,DP-21,21,471,..\instances\DP\DP-21.txt
DP,DP-21,21,481,..\instances\DP\DP-21.txt
DP,DP-21,21,491,..\instances\DP\DP-21.txt
DP,DP-21,21,501,..\instances\DP\DP-21.txt
DP,DP-21,21,511,..\instances\DP\DP-21.txt
DP,DP-21,21,521,..\instances\DP\DP-21.txt
DP,DP-21,21,531,..\instances\DP\DP-21.txt
DP,DP-21,21,541,..\instances\DP\DP-21.txt
DP,DP-21,21,551,..\instances\DP\DP-21.txt
DP,DP-21,21,561,..\instances\DP\DP-21.txt
DP,DP-21,21,571,..\instances\DP\DP-21.txt
DP,DP-21,21,581,..\instances\DP\DP-21.txt
DP,DP-21,21,591,..\instances\DP\DP-21.txt
DP,DP-21,21,601,..\instances\DP\DP-21.txt
DP,DP-21,21,611,..\instances\DP\DP-21.txt
DP,DP-21,21,621,..\instances\DP\DP-21.txt
DP,DP-21,21,631,..\instances\DP\DP-21.txt
DP,DP-21,21,641,..\instances\DP\DP-21.txt
DP,DP-21,21,651,..\instances\DP\DP-21.txt
DP,DP-21,21,661,..\instances\DP\DP-21.txt
DP,DP-21,21,671,..\instances\DP\DP-21.txt
DP,DP-21,21,681,..\instances\DP\DP-21.txt
DP,DP-21,21,691,..\instances\DP\DP-21.txt
DP,DP-21,21,701,..\instances\DP\DP-21.txt
DP,DP-21,21,711,..\instances\DP\DP-21.txt
DP,DP-21,21,721,..\instances\DP\DP-21.txt
DP,DP-21,21,731,..\instances\DP\DP-21.txt
DP,DP-21,21,741,..\instances\DP\DP-21.txt
DP,DP-21,21,751,..\instances\DP\DP-21.txt
DP,DP-21,21,761,..\instances\DP\DP-21.txt
DP,DP-21,21,771,..\instances\DP\DP-21.txt
DP,DP-21,21,781,..\instances\DP\DP-21.txt
DP,DP-21,21,791,..\instances\DP\DP-21.txt
DP,DP-21,21,801,..\instances\DP\DP-21.txt
DP,DP-21,21,811,..\instances\DP\DP-21.txt
DP,DP-21,21,821,..\instances\DP\DP-21.txt
DP,DP-21,21,831,..\instances\DP\DP-21.txt
DP,DP-21,21,841,..\instances\DP\DP-21.txt
DP,DP-21,21,851,..\instances\DP\DP-21.txt
DP,DP-21,21,861,..\instances\DP\DP-21.txt
DP,DP-21,21,871,..\instances\DP\DP-21.txt
DP,DP-21,21,881,..\instances\DP\DP-21.txt
DP,DP-21,21,891,..\instances\DP\DP-21.txt
DP,DP-21,21,901,..\instances\DP\DP-21.txt
DP,DP-21,21,911,..\instances\DP\DP-21.txt
DP,DP-21,21,921,..\instances\DP\DP-21.txt
DP,DP-21,21,931,..\instances\DP\DP-21.txt
DP,DP-21,21,941,..\instances\DP\DP-21.txt
DP,DP-21,21,951,..\instances\DP\DP-21.txt
DP,DP-21,21,961,..\instances\DP\DP-21.txt
DP,DP-21,21,971,..\instances\DP\DP-21.txt
DP,DP-21,21,981,..\instances\DP\DP-21.txt
DP,DP-21,21,991,..\instances\DP\DP-21.txt
DP,DP-31,31,1,..\instances\DP\DP-31.txt
DP,DP-31,31,11,..\instances\DP\DP-31.txt
DP,DP-31,31,21,..\instances\DP\DP-31.txt
DP,DP-31,31,31,..\instances\DP\DP-31.txt
DP,DP-31,31,41,..\instances\DP\DP-31.txt
DP,DP-31,31,51,..\instances\DP\DP-31.txt
DP,DP-31,31,61,..\instances\DP\DP-31.txt
DP,DP-31,31,71,..\instances\DP\DP-31.txt
DP,DP-31,31,81,..\instances\DP\DP-31.txt
DP,DP-31,31,91,..\instances\DP\DP-31.txt
DP,DP-31,31,101,..\instances\DP\DP-31.txt
DP,DP-31,31,111,..\instances\DP\DP-31.txt
DP,DP-31,31,121,..\instances\DP\DP-31.txt
DP,DP-31,31,131,..\instances\DP\DP-31.txt
DP,DP-31,31,141,..\instances\DP\DP-31.txt
DP,DP-31,31,151,..\instances\DP\DP-31.txt
DP,DP-31,31,161,..\instances\DP\DP-31.txt
DP,DP-31,31,171,..\instances\DP\DP-31.txt
DP,DP-31,31,181,..\instances\DP\DP-31.txt
DP,DP-31,31,191,..\instances\DP\DP-31.txt
DP,DP-31,31,201,..\instances\DP\DP-31.txt
DP,DP-31,31,211,..\instances\DP\DP-31.txt
DP,DP-31,31,221,..\instances\DP\DP-31.txt
DP,DP-31,31,231,..\instances\DP\DP-31.txt
DP,DP-31,31,241,..\instances\DP\DP-31.txt
DP,DP-31,31,251,..\instances\DP\DP-31.txt
DP,DP-31,31,261,..\instances\DP\DP-31.txt
DP,DP-31,31,271,..\instances\DP\DP-31.txt
DP,DP-31,31,281,..\instances\DP\DP-31.txt
DP,DP-31,31,291,..\instances\DP\DP-31.txt
DP,DP-31,31,301,..\instances\DP\DP-31.txt
DP,DP-31,31,311,..\instances\DP\DP-31.txt
DP,DP-31,31,321,..\instances\DP\DP-31.txt
DP,DP-31,31,331,..\instances\DP\DP-31.txt
DP,DP-31,31,341,..\instances\DP\DP-31.txt
DP,DP-31,31,351,..\instances\DP\DP-31.txt
DP,DP-31,31,361,..\instances\DP\DP-31.txt
DP,DP-31,31,371,..\instances\DP\DP-31.txt
DP,DP-31,31,381,..\instances\DP\DP-31.txt
DP,DP-31,31,391,..\instances\DP\DP-31.txt
DP,DP-31,31,401,..\instances\DP\DP-31.txt
DP,DP-31,31,411,..\instances\DP\DP-31.txt
DP,DP-31,31,421,..\instances\DP\DP-31.txt
DP,DP-31,31,431,..\instances\DP\DP-31.txt
DP,DP-31,31,441,..\instances\DP\DP-31.txt
DP,DP-31,31,451,..\instances\DP\DP-31.txt
DP,DP-31,31,461,..\instances\DP\DP-31.txt
DP,DP-31,31,471,..\instances\DP\DP-31.txt
DP,DP-31,31,481,..\instances\DP\DP-31.txt
DP,DP-31,31,491,..\instances\DP\DP-31.txt
DP,DP-31,31,501,..\instances\DP\DP-31.txt
DP,DP-31,31,511,..\instances\DP\DP-31.txt
DP,DP-31,31,521,..\instances\DP\DP-31.txt
DP,DP-31,31,531,..\instances\DP\DP-31.txt
DP,DP-31,31,541,..\instances\DP\DP-31.txt
DP,DP-31,31,551,..\instances\DP\DP-31.txt
DP,DP-31,31,561,..\instances\DP\DP-31.txt
DP,DP-31,31,571,..\instances\DP\DP-31.txt
DP,DP-31,31,581,..\instances\DP\DP-31.txt
DP,DP-31,31,591,..\instances\DP\DP-31.txt
DP,DP-31,31,601,..\instances\DP\DP-31.txt
DP,DP-31,31,611,..\instances\DP\DP-31.txt
DP,DP-31,31,621,..\instances\DP\DP-31.txt
DP,DP-31,31,631,..\instances\DP\DP-31.txt
DP,DP-31,31,641,..\instances\DP\DP-31.txt
DP,DP-31,31,651,..\instances\DP\DP-31.txt
DP,DP-31,31,661,..\instances\DP\DP-31.txt
DP,DP-31,31,671,..\instances\DP\DP-31.txt
DP,DP-31,31,681,..\instances\DP\DP-31.txt
DP,DP-31,31,691,..\instances\DP\DP-31.txt
DP,DP-31,31,701,..\instances\DP\DP-31.txt
DP,DP-31,31,711,..\instances\DP\DP-31.txt
DP,DP-31,31,721,..\instances\DP\DP-31.txt
DP,DP-31,31,731,..\instances\DP\DP-31.txt
DP,DP-31,31,741,..\instances\DP\DP-31.txt
DP,DP-31,31,751,..\instances\DP\DP-31.txt
DP,DP-31,31,761,..\instances\DP\DP-31.txt
DP,DP-31,31,771,..\instances\DP\DP-31.txt
DP,DP-31,31,781,..\instances\DP\DP-31.txt
DP,DP-31,31,791,..\instances\DP\DP-31.txt
DP,DP-31,31,801,..\instances\DP\DP-31.txt
DP,DP-31,31,811,..\instances\DP\DP-31.txt
DP,DP-31,31,821,..\instances\DP\DP-31.txt
DP,DP-31,31,831,..\instances\DP\DP-31.txt
DP,DP-31,31,841,..\instances\DP\DP-31.txt
DP,DP-31,31,851,..\instances\DP\DP-31.txt
DP,DP-31,31,861,..\instances\DP\DP-31.txt
DP,DP-31,31,871,..\instances\DP\DP-31.txt
DP,DP-31,31,881,..\instances\DP\DP-31.txt
DP,DP-31,31,891,..\instances\DP\DP-31.txt
DP,DP-31,31,901,..\instances\DP\DP-31.txt
DP,DP-31,31,911,..\instances\DP\DP-31.txt
DP,DP-31,31,921,..\instances\DP\DP-31.txt
DP,DP-31,31,931,..\instances\DP\DP-31.txt
DP,DP-31,31,941,..\instances\DP\DP-31.txt
DP,DP-31,31,951,..\instances\DP\DP-31.txt
DP,DP-31,31,961,..\instances\DP\DP-31.txt
DP,DP-31,31,971,..\instances\DP\DP-31.txt
DP,DP-31,31,981,..\instances\DP\DP-31.txt
DP,DP-31,31,991,..\instances\DP\DP-31.txt
DP,DP-41,41,1,..\instances\DP\DP-41.txt
DP,DP-41,41,11,..\instances\DP\DP-41.txt
DP,DP-41,41,21,..\instances\DP\DP-41.txt
DP,DP-41,41,31,..\instances\DP\DP-41.txt
DP,DP-41,41,41,..\instances\DP\DP-41.txt
DP,DP-41,41,51,..\instances\DP\DP-41.txt
DP,DP-41,41,61,..\instances\DP\DP-41.txt
DP,DP-41,41,71,..\instances\DP\DP-41.txt
DP,DP-41,41,81,..\instances\DP\DP-41.txt
DP,DP-41,41,91,..\instances\DP\DP-41.txt
DP,DP-41,41,101,..\instances\DP\DP-41.txt
DP,DP-41,41,111,..\instances\DP\DP-41.txt
DP,DP-41,41,121,..\instances\DP\DP-41.txt
DP,DP-41,41,131,..\instances\DP\DP-41.txt
DP,DP-41,41,141,..\instances\DP\DP-41.txt
DP,DP-41,41,151,..\instances\DP\DP-41.txt
DP,DP-41,41,161,..\instances\DP\DP-41.txt
DP,DP-41,41,171,..\instances\DP\DP-41.txt
DP,DP-41,41,181,..\instances\DP\DP-41.txt
DP,DP-41,41,191,..\instances\DP\DP-41.txt
DP,DP-41,41,201,..\instances\DP\DP-41.txt
DP,DP-41,41,211,..\instances\DP\DP-41.txt
DP,DP-41,41,221,..\instances\DP\DP-41.txt
DP,DP-41,41,231,..\instances\DP\DP-41.txt
DP,DP-41,41,241,..\instances\DP\DP-41.txt
DP,DP-41,41,251,..\instances\DP\DP-41.txt
DP,DP-41,41,261,..\instances\DP\DP-41.txt
DP,DP-41,41,271,..\instances\DP\DP-41.txt
DP,DP-41,41,281,..\instances\DP\DP-41.txt
DP,DP-41,41,291,..\instances\DP\DP-41.txt
DP,DP-41,41,301,..\instances\DP\DP-41.txt
DP,DP-41,41,311,..\instances\DP\DP-41.txt
DP,DP-41,41,321,..\instances\DP\DP-41.txt
DP,DP-41,41,331,..\instances\DP\DP-41.txt
DP,DP-41,41,341,..\instances\DP\DP-41.txt
DP,DP-41,41,351,..\instances\DP\DP-41.txt
DP,DP-41,41,361,..\instances\DP\DP-41.txt
DP,DP-41,41,371,..\instances\DP\DP-41.txt
DP,DP-41,41,381,..\instances\DP\DP-41.txt
DP,DP-41,41,391,..\instances\DP\DP-41.txt
DP,DP-41,41,401,..\instances\DP\DP-41.txt
DP,DP-41,41,411,..\instances\DP\DP-41.txt
DP,DP-41,41,421,..\instances\DP\DP-41.txt
DP,DP-41,41,431,..\instances\DP\DP-41.txt
DP,DP-41,41,441,..\instances\DP\DP-41.txt
DP,DP-41,41,451,..\instances\DP\DP-41.txt
DP,DP-41,41,461,..\instances\DP\DP-41.txt
DP,DP-41,41,471,..\instances\DP\DP-41.txt
DP,DP-41,41,481,..\instances\DP\DP-41.txt
DP,DP-41,41,491,..\instances\DP\DP-41.txt
DP,DP-41,41,501,..\instances\DP\DP-41.txt
DP,DP-41,41,511,..\instances\DP\DP-41.txt
DP,DP-41,41,521,..\instances\DP\DP-41.txt
DP,DP-41,41,531,..\instances\DP\DP-41.txt
DP,DP-41,41,541,..\instances\DP\DP-41.txt
DP,DP-41,41,551,..\instances\DP\DP-41.txt
DP,DP-41,41,561,..\instances\DP\DP-41.txt
DP,DP-41,41,571,..\instances\DP\DP-41.txt
DP,DP-41,41,581,..\instances\DP\DP-41.txt
DP,DP-41,41,591,..\instances\DP\DP-41.txt
DP,DP-41,41,601,..\instances\DP\DP-41.txt
DP,DP-41,41,611,..\instances\DP\DP-41.txt
DP,DP-41,41,621,..\instances\DP\DP-41.txt
DP,DP-41,41,631,..\instances\DP\DP-41.txt
DP,DP-41,41,641,..\instances\DP\DP-41.txt
DP,DP-41,41,651,..\instances\DP\DP-41.txt
DP,DP-41,41,661,..\instances\DP\DP-41.txt
DP,DP-41,41,671,..\instances\DP\DP-41.txt
DP,DP-41,41,681,..\instances\DP\DP-41.txt
DP,DP-41,41,691,..\instances\DP\DP-41.txt
DP,DP-41,41,701,..\instances\DP\DP-41.txt
DP,DP-41,41,711,..\instances\DP\DP-41.txt
DP,DP-41,41,721,..\instances\DP\DP-41.txt
DP,DP-41,41,731,..\instances\DP\DP-41.txt
DP,DP-41,41,741,..\instances\DP\DP-41.txt
DP,DP-41,41,751,..\instances\DP\DP-41.txt
DP,DP-41,41,761,..\instances\DP\DP-41.txt
DP,DP-41,41,771,..\instances\DP\DP-41.txt
DP,DP-41,41,781,..\instances\DP\DP-41.txt
DP,DP-41,41,791,..\instances\DP\DP-41.txt
DP,DP-41,41,801,..\instances\DP\DP-41.txt
DP,DP-41,41,811,..\instances\DP\DP-41.txt
DP,DP-41,41,821,..\instances\DP\DP-41.txt
DP,DP-41,41,831,..\instances\DP\DP-41.txt
DP,DP-41,41,841,..\instances\DP\DP-41.txt
DP,DP-41,41,851,..\instances\DP\DP-41.txt
DP,DP-41,41,861,..\instances\DP\DP-41.txt
DP,DP-41,41,871,..\instances\DP\DP-41.txt
DP,DP-41,41,881,..\instances\DP\DP-41.txt
DP,DP-41,41,891,..\instances\DP\DP-41.txt
DP,DP-41,41,901,..\instances\DP\DP-41.txt
DP,DP-41,41,911,..\instances\DP\DP-41.txt
DP,DP-41,41,921,..\instances\DP\DP-41.txt
DP,DP-41,41,931,..\instances\DP\DP-41.txt
DP,DP-41,41,941,..\instances\DP\DP-41.txt
DP,DP-41,41,951,..\instances\DP\DP-41.txt
DP,DP-41,41,961,..\instances\DP\DP-41.txt
DP,DP-41,41,971,..\instances\DP\DP-41.txt
